,State,County,TotalPop,UnderEighteen,SixtyFivePlus,PedAshtma,AAshthma,COPD,HeartDisease,Diabetes,Poverty,LC
293,CO,Pitkin County,"17,890","2,725","3,304",216,"1,400",739,"1,016","1,252","1,048",7
294,CO,Prowers County,"12,070","3,109","2,082",247,824,434,606,730,"2,128",4
295,CO,Pueblo County,"166,475","37,831","30,040","3,005","11,840","6,237","8,715","10,493","29,408",68
296,CO,Rio Blanco County,"6,420","1,539",968,122,452,225,308,379,579,2
297,CO,Rio Grande County,"11,301","2,606","2,214",207,796,437,617,736,"2,041",4
298,CO,Routt County,"25,220","4,599","3,653",365,"1,918",930,"1,251","1,572","1,709",10
299,CO,Saguache County,"6,626","1,408","1,453",111,475,286,402,487,"1,608",2
300,CO,San Juan County,715,83,167,6,57,33,47,57,97,0
301,CO,San Miguel County,"7,967","1,401","1,082",111,612,296,394,504,614,3
302,CO,Sedgwick County,"2,344",482,596,38,168,103,150,174,358,0
303,CO,Summit County,"30,585","4,920","3,949",390,"2,399","1,079","1,440","1,815","2,209",12
304,CO,Teller County,"24,646","4,306","5,133",342,"1,864","1,106","1,525","1,894","2,151",10
305,CO,Washington County,"4,938","1,155",986,91,346,194,273,327,613,2
306,CO,Weld County,"304,633","80,558","36,146","6,400","20,917","9,431","12,688","15,813","28,171",124
307,CO,Yuma County,"10,075","2,644","1,814",210,682,367,515,618,"1,276",4
308,CT,Fairfield County,"949,921","214,902","147,210","27,711","79,093","42,044","53,940","71,130","82,428",549
309,CT,Hartford County,"895,388","188,505","150,427","24,308","75,962","40,598","52,641","68,508","96,200",517
310,CT,Litchfield County,"182,177","33,691","37,489","4,344","15,567","9,296","12,572","16,175","12,481",105
311,CT,Middlesex County,"163,410","29,541","32,135","3,809","14,153","8,147","10,881","14,035","10,796",94
312,CT,New Haven County,"860,435","175,065","145,632","22,574","73,697","39,267","50,880","66,181","91,639",497
313,CT,New London County,"269,033","52,658","47,336","6,790","23,178","12,570","16,408","21,297","22,246",155
314,CT,Tolland County,"151,461","26,416","23,273","3,406","13,624","6,815","8,559","11,288","10,043",87
315,CT,Windham County,"116,359","23,048","18,908","2,972","10,038","5,341","6,866","9,032","12,818",67
316,DE,Kent County,"176,824","40,612","29,407","3,226","14,548","10,889","11,491","14,931","22,671",129
317,DE,New Castle County,"559,793","121,394","84,505","9,645","46,973","34,546","35,664","46,804","72,551",409
318,DE,Sussex County,"225,322","42,478","60,216","3,375","19,167","16,747","19,643","24,770","26,370",164
319,DC,"Washington, DC","693,972","124,492","83,734","14,173","53,855","28,397","34,207","41,545","109,502",297
320,FL,Alachua County,"266,944","47,915","36,299","3,508","16,474","14,417","16,543","17,614","53,816",147
321,FL,Baker County,"28,283","6,826","3,917",499,"1,633","1,558","1,849","2,008","3,900",15
322,FL,Bay County,"183,563","39,612","30,867","2,900","10,913","10,937","13,355","14,427","26,663",101
323,FL,Bradford County,"27,038","5,542","4,843",405,"1,623","1,635","2,011","2,161","4,533",15
324,FL,Brevard County,"589,162","108,792","137,262","7,966","36,128","40,191","51,798","55,469","72,303",326
325,FL,Broward County,"1,935,878","411,519","314,473","30,134","115,803","115,093","139,676","151,296","252,288","1,072"
326,FL,Calhoun County,"14,483","2,922","2,578",213,874,884,"1,087","1,172","2,650",8
327,FL,Charlotte County,"182,033","22,516","71,802","1,648","11,623","15,445","21,702","22,632","19,300",100
328,FL,Citrus County,"145,647","21,780","52,302","1,594","9,073","11,708","16,247","17,003","20,654",80
329,FL,Clay County,"212,230","50,216","32,327","3,677","12,344","12,244","14,798","16,095","20,889",117
330,FL,Collier County,"372,880","64,749","117,384","4,741","22,633","27,539","37,424","39,164","43,075",206
331,FL,Columbia County,"69,612","15,278","12,835","1,118","4,100","4,213","5,230","5,617","10,720",38
332,FL,DeSoto County,"36,862","7,136","8,029",522,"2,218","2,333","2,960","3,134","8,766",20
333,FL,Dixie County,"16,673","3,079","3,904",225,"1,019","1,125","1,449","1,546","3,627",9
334,FL,Duval County,"937,934","211,784","128,236","15,508","55,215","51,858","61,071","66,230","138,069",519
335,FL,Escambia County,"313,512","65,715","51,659","4,812","18,725","18,308","22,167","23,831","48,602",174
336,FL,Flagler County,"110,510","19,082","33,207","1,397","6,767","8,176","11,018","11,619","13,137",61
337,FL,Franklin County,"11,727","1,875","2,678",137,738,789,"1,005","1,070","2,141",6
338,FL,Gadsden County,"46,071","10,122","7,906",741,"2,728","2,775","3,408","3,688","9,994",25
339,FL,Gilchrist County,"17,743","3,646","3,622",266,"1,061","1,125","1,419","1,521","2,675",9
340,FL,Glades County,"13,754","2,131","3,722",156,861,969,"1,271","1,338","2,312",7
341,FL,Gulf County,"16,160","2,514","3,350",184,"1,029","1,076","1,346","1,446","2,810",9
342,FL,Hamilton County,"14,184","2,782","2,505",203,861,860,"1,053","1,132","2,791",8
343,FL,Hardee County,"27,411","7,237","4,411",529,"1,519","1,495","1,822","1,950","6,026",15
344,FL,Hendry County,"40,347","10,954","5,361",802,"2,231","2,105","2,491","2,694","9,525",22
345,FL,Hernando County,"186,553","34,479","51,471","2,524","11,291","13,211","17,556","18,554","25,773",103
346,FL,Highlands County,"102,883","17,876","35,789","1,309","6,185","7,822","10,841","11,260","20,051",57
347,FL,Hillsborough County,"1,408,566","321,547","197,468","23,546","82,582","78,097","92,404","100,080","214,442",780
348,FL,Holmes County,"19,558","3,912","3,856",286,"1,179","1,232","1,543","1,656","3,756",10
349,FL,Indian River County,"154,383","25,266","49,778","1,850","9,506","11,733","15,991","16,786","16,249",85
350,FL,Jackson County,"48,330","9,093","9,219",665,"2,955","3,007","3,724","3,989","7,264",27
351,FL,Jefferson County,"14,144","2,471","3,223",180,880,970,"1,243","1,335","2,276",7
352,FL,Lafayette County,"8,451","1,703","1,361",124,509,491,591,635,"1,579",4
353,FL,Lake County,"346,017","67,047","91,769","4,909","20,709","23,825","31,468","33,229","43,020",191
354,FL,Lee County,"739,224","132,325","206,879","9,689","44,943","52,375","69,651","73,386","85,844",409
355,FL,Leon County,"290,292","54,259","37,479","3,973","17,794","15,492","17,669","18,884","50,010",160
356,FL,Levy County,"40,355","7,934","9,869",580,"2,428","2,756","3,593","3,832","8,329",22
357,FL,Liberty County,"8,242","1,491","1,192",109,513,482,568,616,"1,449",4
358,FL,Madison County,"18,449","3,514","3,689",257,"1,125","1,175","1,471","1,578","4,633",10
359,FL,Manatee County,"385,571","71,646","103,459","5,246","23,346","27,041","35,750","37,837","41,057",213
360,FL,Marion County,"354,353","66,514","101,460","4,870","21,262","25,080","33,567","35,288","55,880",196
361,FL,Martin County,"159,923","26,374","48,686","1,931","9,891","12,003","16,189","17,087","17,002",88
362,FL,Miami-Dade County,"2,751,796","557,885","439,045","40,852","166,518","162,902","196,342","212,396","452,649","1,524"
363,FL,Monroe County,"77,013","11,767","16,698",861,"4,938","5,319","6,725","7,253","8,963",43
364,FL,Nassau County,"82,721","16,465","17,865","1,205","4,996","5,449","6,949","7,463","7,484",45
365,FL,Okaloosa County,"202,970","45,065","31,858","3,300","11,949","11,590","13,956","15,032","21,667",113
366,FL,Okeechobee County,"41,605","8,839","8,544",647,"2,457","2,585","3,264","3,479","8,415",23
367,FL,Orange County,"1,348,975","301,983","157,506","22,113","79,714","71,187","81,376","88,428","201,528",748
368,FL,Osceola County,"352,180","86,747","45,587","6,352","20,168","18,693","21,876","23,697","48,892",195
369,FL,Palm Beach County,"1,471,150","283,212","346,685","20,739","88,725","97,482","125,802","133,569","170,868",814
370,FL,Pasco County,"525,643","107,248","118,369","7,853","31,363","34,327","44,083","47,005","67,635",291
371,FL,Pinellas County,"970,637","159,888","235,248","11,708","60,875","67,882","87,701","93,739","115,990",536
372,FL,Polk County,"686,483","153,297","138,226","11,225","39,954","41,800","52,683","56,082","107,844",380
373,FL,Putnam County,"73,464","15,907","16,561","1,164","4,321","4,798","6,189","6,614","18,954",40
374,FL,St. Johns County,"243,812","53,384","48,241","3,909","14,404","15,411","19,436","20,946","20,118",135
375,FL,St. Lucie County,"313,506","62,999","74,017","4,613","18,726","20,770","26,885","28,583","39,839",173
376,FL,Santa Rosa County,"174,272","38,606","27,256","2,827","10,324","10,221","12,358","13,418","17,183",97
377,FL,Sarasota County,"419,119","60,303","151,299","4,415","26,246","33,710","46,757","48,856","38,065",231
378,FL,Seminole County,"462,659","98,067","69,962","7,181","27,725","26,879","32,181","34,906","51,321",256
379,FL,Sumter County,"125,165","8,956","71,274",655,"8,125","12,424","18,574","18,873","10,672",69
380,FL,Suwannee County,"44,190","9,287","9,255",680,"2,622","2,798","3,549","3,792","8,299",24
381,FL,Taylor County,"21,833","4,361","4,307",319,"1,314","1,363","1,703","1,823","4,556",12
382,FL,Union County,"15,517","2,903","2,201",212,964,921,"1,088","1,189","2,291",8
383,FL,Volusia County,"538,692","95,946","129,802","7,025","33,147","36,805","47,594","50,693","79,877",298
384,FL,Wakulla County,"32,120","6,882","4,854",503,"1,925","1,890","2,270","2,473","3,746",18
385,FL,Walton County,"68,376","13,937","13,534","1,020","4,120","4,378","5,502","5,934","10,493",38
386,FL,Washington County,"24,567","4,874","4,315",356,"1,491","1,503","1,843","1,988","4,646",13
387,GA,Appling County,"18,521","4,592","3,198",417,"1,159","1,065","1,307","1,749","4,003",11
388,GA,Atkinson County,"8,342","2,278","1,188",207,508,437,523,711,"2,006",5
389,GA,Bacon County,"11,319","2,931","1,747",266,701,614,739,999,"3,089",7
390,GA,Baker County,"3,200",635,702,57,211,212,268,353,783,1
391,GA,Baldwin County,"44,906","8,611","7,003",783,"3,047","2,547","2,996","4,074","9,944",28
392,GA,Banks County,"18,634","4,147","3,184",377,"1,208","1,105","1,357","1,825","2,511",11
393,GA,Barrow County,"79,061","20,906","9,581","1,901","4,914","3,981","4,641","6,422","9,401",49
394,GA,Bartow County,"105,054","25,752","14,298","2,341","6,678","5,675","6,775","9,296","13,667",65
395,GA,Ben Hill County,"16,996","4,309","2,850",391,"1,057",965,"1,182","1,584","4,082",10
396,GA,Berrien County,"19,186","4,669","3,235",424,"1,210","1,109","1,362","1,828","3,515",11
397,GA,Bibb County,"152,862","37,803","23,431","3,437","9,636","8,356","10,010","13,547","36,728",94
398,GA,Bleckley County,"12,830","2,623","2,144",238,853,748,900,"1,214","2,334",7
399,GA,Brantley County,"18,731","4,475","3,018",406,"1,191","1,075","1,314","1,774","3,520",11
400,GA,Brooks County,"15,587","3,439","3,026",312,"1,006",967,"1,208","1,603","3,665",9
401,GA,Bryan County,"37,060","10,882","3,848",989,"2,221","1,726","1,973","2,761","3,828",23
402,GA,Bulloch County,"76,149","15,331","8,487","1,394","5,168","3,745","4,084","5,744","17,369",47
403,GA,Burke County,"22,522","5,911","3,363",537,"1,391","1,234","1,499","2,034","5,121",13
404,GA,Butts County,"24,059","4,980","3,708",452,"1,601","1,376","1,645","2,239","3,889",15
405,GA,Calhoun County,"6,455","1,128",956,102,448,372,438,601,"1,662",4
406,GA,Camden County,"53,044","12,939","6,865","1,176","3,383","2,711","3,129","4,309","6,375",33
407,GA,Candler County,"10,797","2,710","1,923",246,671,626,772,"1,028","2,590",6
408,GA,Carroll County,"117,812","28,335","15,624","2,576","7,543","6,142","7,154","9,837","19,466",73
409,GA,Catoosa County,"66,550","15,414","11,492","1,401","4,262","3,899","4,783","6,413","7,905",41
410,GA,Charlton County,"12,715","2,461","2,014",223,860,735,876,"1,190","2,670",8
411,GA,Chatham County,"290,501","62,795","42,932","5,710","19,135","15,836","18,538","25,268","45,057",180
412,GA,Chattahoochee County,"10,343","2,168",493,197,707,378,322,500,"1,525",6
413,GA,Chattooga County,"24,770","5,559","4,262",505,"1,602","1,456","1,781","2,392","4,732",15
414,GA,Cherokee County,"247,573","61,638","33,265","5,605","15,663","13,346","15,964","21,927","18,338",154
415,GA,Clarke County,"127,064","22,144","13,378","2,013","8,939","6,122","6,423","9,124","31,067",78
416,GA,Clay County,"2,962",624,772,56,190,204,264,339,960,1
417,GA,Clayton County,"285,153","79,860","25,759","7,262","17,505","13,127","14,766","20,979","45,572",175
418,GA,Clinch County,"6,727","1,740","1,070",158,416,370,448,603,"1,827",4
419,GA,Cobb County,"755,754","181,097","89,337","16,468","48,667","39,047","45,394","63,192","71,120",469
420,GA,Coffee County,"43,014","10,495","5,787",954,"2,739","2,262","2,655","3,644","9,921",27
421,GA,Colquitt County,"45,835","12,144","6,837","1,104","2,822","2,444","2,926","3,962","11,508",28
422,GA,Columbia County,"151,579","38,835","19,715","3,531","9,505","7,885","9,292","12,783","9,942",94
423,GA,Cook County,"17,277","4,400","2,770",400,"1,075",961,"1,167","1,571","3,637",10
424,GA,Coweta County,"143,114","35,456","19,242","3,224","9,069","7,733","9,254","12,713","14,806",88
425,GA,Crawford County,"12,295","2,568","2,238",233,809,767,957,"1,282","2,138",7
426,GA,Crisp County,"22,736","5,477","4,153",498,"1,433","1,341","1,657","2,205","6,605",14
427,GA,Dade County,"16,285","3,161","3,072",287,"1,091","1,004","1,232","1,644","2,328",10
428,GA,Dawson County,"24,379","5,064","4,810",460,"1,600","1,538","1,923","2,552","2,258",15
429,GA,Decatur County,"26,716","6,548","4,307",595,"1,685","1,505","1,828","2,464","5,607",16
430,GA,DeKalb County,"753,253","175,289","90,367","15,940","48,934","38,740","44,632","62,077","112,844",465
431,GA,Dodge County,"20,730","4,127","3,567",375,"1,387","1,249","1,524","2,053","4,141",13
432,GA,Dooly County,"13,737","2,453","2,623",223,938,873,"1,078","1,441","3,283",8
433,GA,Dougherty County,"89,502","21,781","13,783","1,980","5,671","4,883","5,825","7,880","24,373",55
434,GA,Douglas County,"143,882","37,558","16,211","3,415","9,011","7,280","8,511","11,872","16,770",88
435,GA,Early County,"10,296","2,585","1,936",235,638,608,756,"1,002","2,707",6
436,GA,Echols County,"3,936","1,049",501,95,243,198,232,319,"1,038",2
437,GA,Effingham County,"59,982","15,941","6,923","1,449","3,728","3,016","3,523","4,900","5,772",37
438,GA,Elbert County,"19,109","4,171","3,907",379,"1,234","1,200","1,504","1,984","4,312",11
439,GA,Emanuel County,"22,530","5,632","3,571",512,"1,412","1,241","1,495","2,015","5,890",14
440,GA,Evans County,"10,775","2,877","1,700",261,659,588,712,959,"2,899",6
441,GA,Fannin County,"25,322","4,266","7,275",387,"1,705","1,913","2,507","3,213","3,409",15
442,GA,Fayette County,"112,549","26,307","19,843","2,392","7,179","6,807","8,497","11,388","6,424",69
443,GA,Floyd County,"97,613","22,759","16,178","2,069","6,251","5,546","6,705","9,016","17,913",60
444,GA,Forsyth County,"227,967","63,543","26,565","5,778","13,906","11,547","13,685","18,990","11,978",142
445,GA,Franklin County,"22,820","5,020","4,290",456,"1,477","1,383","1,708","2,272","4,127",14
446,GA,Fulton County,"1,041,423","232,219","118,221","21,117","68,673","53,139","60,548","84,783","149,652",646
447,GA,Gilmer County,"30,674","5,993","7,412",545,"2,020","2,098","2,686","3,491","4,376",19
448,GA,Glascock County,"3,062",698,532,63,197,181,223,300,515,1
449,GA,Glynn County,"85,282","18,931","16,580","1,721","5,497","5,226","6,491","8,601","14,304",52
450,GA,Gordon County,"57,089","14,124","8,069","1,284","3,611","3,102","3,716","5,078","7,877",35
451,GA,Grady County,"24,819","6,238","4,336",567,"1,545","1,433","1,767","2,359","4,986",15
452,GA,Greene County,"17,281","3,278","4,940",298,"1,132","1,260","1,643","2,096","2,904",10
453,GA,Gwinnett County,"920,260","250,418","88,425","22,772","57,034","44,097","50,510","71,416","97,757",572
454,GA,Habersham County,"44,567","10,070","8,018",915,"2,869","2,626","3,213","4,289","5,585",27
455,GA,Hall County,"199,335","51,009","29,205","4,638","12,442","10,728","12,840","17,446","25,982",124
456,GA,Hancock County,"8,561","1,356","1,881",123,595,576,720,950,"2,190",5
457,GA,Haralson County,"29,256","7,055","4,721",641,"1,855","1,668","2,033","2,743","4,393",18
458,GA,Harris County,"33,915","7,317","6,228",665,"2,212","2,104","2,627","3,514","2,774",21
459,GA,Hart County,"25,794","5,484","5,523",498,"1,674","1,661","2,095","2,753","4,725",16
460,GA,Heard County,"11,730","2,655","1,982",241,757,691,848,"1,142","2,187",7
461,GA,Henry County,"225,813","58,658","25,594","5,334","14,164","11,502","13,488","18,809","22,065",139
462,GA,Houston County,"153,479","39,514","19,042","3,593","9,625","7,851","9,183","12,690","19,675",95
463,GA,Irwin County,"9,410","1,954","1,671",177,621,558,678,908,"1,836",5
464,GA,Jackson County,"67,519","17,224","9,775","1,566","4,221","3,649","4,379","5,960","7,670",42
465,GA,Jasper County,"13,964","3,306","2,391",300,888,826,"1,022","1,372","2,426",8
466,GA,Jeff Davis County,"15,025","4,022","2,324",365,919,816,988,"1,332","3,147",9
467,GA,Jefferson County,"15,648","3,736","2,759",339,991,916,"1,127","1,507","3,643",9
468,GA,Jenkins County,"8,767","1,811","1,450",164,581,508,611,825,"2,474",5
469,GA,Johnson County,"9,788","1,823","1,800",165,663,607,744,997,"2,333",6
470,GA,Jones County,"28,470","6,622","4,904",602,"1,821","1,678","2,066","2,773","3,641",17
471,GA,Lamar County,"18,599","3,904","3,150",355,"1,227","1,083","1,305","1,757","2,881",11
472,GA,Lanier County,"10,425","2,557","1,390",232,663,548,644,885,"2,085",6
473,GA,Laurens County,"47,330","11,718","8,152","1,065","2,965","2,716","3,329","4,452","10,457",29
474,GA,Lee County,"29,470","7,773","3,595",706,"1,833","1,506","1,770","2,449","3,121",18
475,GA,Liberty County,"61,386","17,255","5,402","1,569","3,764","2,635","2,821","4,022","9,989",38
476,GA,Lincoln County,"7,880","1,521","1,829",138,522,535,684,894,"1,409",4
477,GA,Long County,"19,014","5,271","1,709",479,"1,172",867,967,"1,375","3,550",11
478,GA,Lowndes County,"115,489","27,756","13,808","2,524","7,425","5,658","6,348","8,816","27,533",71
479,GA,Lumpkin County,"32,873","5,863","5,546",533,"2,261","1,932","2,293","3,097","4,156",20
